subcriterion_id,criterion_id,area_id,criterion_type,sharpens,text,source_document
COM-04.01B,COM-04,COM,basic,,"The top management of the cloud service provider is regularly informed about the information security performance within the scope of the ISMS in order to ensure its continued suitability, adequacy and effectiveness. The information is included in the management review of the ISMS. This management review is performed at least once a year.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
COM-04.01AC,COM-04,COM,additional_complementing,,"The cloud service provider defines and implements technical and operational metrics that align with the organisation’s business objectives, security requirements, and compliance obligations. These metrics are documented and included in the management review of the ISMS to ensure their continued suitability, adequacy, and effectiveness. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
COM-04.02AC,COM-04,COM,additional_complementing,,The responsible business units of the cloud service provider report at least annually to the top management on the the status and effectiveness of the policies and procedures that are relevant to the top management review of the information security management system. This reporting includes at least: 1. Implemented changes to address cybersecurity risks for the topic addressed in the policy or procedure; 2. Information security incidents for the topic addressed in the policy or procedure and the follow-up; 3. Performance of the internal controls regarding information security for the topic addressed in the policy or procedure; and 4. Planned changes for the topic addressed in the policy or procedure to address cybersecurity risks and information security and cybersecurity.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
INQ-01.01B,INQ-01,INQ,basic,,"Investigation requests from government agencies for cloud service customer data, cloud service derived data and account data are subject to a documented legal assessment by subject matter experts of the cloud service provider. The assessment determines whether the government agency has an applicable and legally valid legal basis and what further steps need to be taken for the given request.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
INQ-01.02B,INQ-01,INQ,basic,,"Access to or disclosure of cloud service customer data, cloud service derived data or account data in response to government investigation requests is only permitted if the cloud service provider has performed a legal assessment. This assessment has to confirm that there is an applicable and valid legal basis and that the request must be granted according to this basis.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
INQ-02.01B,INQ-02,INQ,basic,,"The cloud service provider informs the affected cloud service customer(s) without undue delay, unless the applicable legal basis, on which the government agency’s request is based, prohibits this or there are clear indications of illegal actions in connection with the use of the cloud service.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
INQ-03.01B,INQ-03,INQ,basic,,The cloud service provider’s procedures for granting access to or disclosing cloud service customer data and cloud service derived data in the context of investigation requests from government agencies ensure that the agencies only gain access to or insight into the data that is the subject of the investigation request.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
INQ-03.02B,INQ-03,INQ,basic,,"If no clear limitation of the cloud service customer data and cloud service derived data is possible, the cloud service provider anonymises or pseudonymises this data so that government agencies can only assign it to those cloud service customers who are subject of the investigation request.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
INQ-03.01AC,INQ-03,INQ,additional_complementing,,The access and activities performed by or on behalf of investigators are monitored by the cloud service provider as determined by the process described in INQ-01.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
INQ-03.02AC,INQ-03,INQ,additional_complementing,,Timely and appropriate remediation measures address any deviations identified during the monitoring of the activities performed by or on behalf of investigators.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
INQ-04.01B,INQ-04,INQ,basic,,The cloud service provider documents the technical procedures per service and other technical information regarding the provision or disclosure of cloud service customer data in response to valid investigation requests and provides it to cloud service customers.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
INQ-04.02B,INQ-04,INQ,basic,,"The type and scope of the information provided to the cloud service customers is based on the needs of their expert personnel to assess risks to the cloud service customer’s data confidentiality. At a minimum, the following aspects are addressed: 1. The process for the provision and disclosure of cloud service customer data in response to legitimate investigation requests; Basic Criteria, Additional Criteria, Supplementary Information 2. The technical capabilities and limitations of the cloud service provider regarding disclosure of cloud service customer data; 3. Logging mechanisms implemented to records access for disclosure of cloud service customer data; 4. Access possibilities for cloud service customers to review such logs; 5. Methods and technical procedures per service for accessing and disclosing cloud service customer data; and 6. Laws, regulations, or other legal means and their applicability concerning the cloud service provider’s ability to inform its customers about the provision and disclosure of cloud service customer data.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
INQ-04.03B,INQ-04,INQ,basic,,The aforementioned document is maintained in accordance with SP-01 and aligned with the cloud service provider’s guidelines on minimising access to cloud service customer data (cf. DEV-01) to ensure its relevance and accuracy for cloud service customers.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
